name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fir_close,hours_sat_open,hours_sat_close,6
Earle's On Crenshaw,hot dogs,burgers,3864 Crenshaw Blvd,Los Angeles,90008,3232992867.0,1.0,4.5,172,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,,
Sonsonate Grill,salvadoran,,5011 S Western Ave,Los Angeles,90062,3232967470.0,2.0,3.0,176,900.0,2130.0,900.0,2130.0,900.0,2130.0,900.0,2130.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,
Jack's Family Kitchen,breakfast & brunch,,3965 S Western Ave,Los Angeles,90062,3232965215.0,1.0,4.5,139,600.0,1330.0,600.0,1430.0,600.0,1430.0,600.0,1430.0,600.0,1430.0,600.0,1430.0,,,
Worldwide Tacos,mexican,,2419 W Martin Luther King J,Los Angeles,90008,3232911500.0,1.0,3.5,135,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,1130.0,2200.0,1130.0,2200.0,,,
Chipotle Mexican Grill,mexican,fast food,3939 Crenshaw Blvd,Baldwin Hills,90008,3233472108.0,1.0,2.0,141,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,
Popeyes Louisiana Kitchen,fast food,chicken wings,3050 S La Brea Ave,Los Angeles,90016,3237347340.0,1.0,2.0,131,,,,,,,,,,,,,,,
New Panda Buffet,buffets,chinese,5120 Rodeo Rd,Los Angeles,90016,3232915555.0,1.0,2.5,134,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2130.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,
Delicious Southern Cuisine,cajun/creole,soul food,4371 Crenshaw Blvd,Los Angeles,90008,3232980445.0,2.0,4.0,127,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2000.0,
Denny's,diners,american (traditional),3740 S Crenshaw Blvd,Los Angeles,90016,3232985498.0,2.0,2.0,142,,,,,,,,,,,,,,,
Wingstop,chicken wings,,3825 Crenshaw Blvd,Los Angeles,90008,3232969464.0,2.0,2.5,118,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0,
Cafe Creole,cajun/creole,,3650 W Martin Luther King Jr Blvd,Los Angeles,90008,3233898355.0,2.0,4.0,106,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1100.0,1900.0,
The Kickin' Crab - Los Angeles,seafood,cajun/creole,3767 Santa Rosalia Dr,Los Angeles,90008,3232948888.0,2.0,3.5,130,1500.0,2200.0,1500.0,2200.0,1500.0,2200.0,1500.0,2200.0,1500.0,2200.0,1200.0,2200.0,1200.0,2200.0,
Tak's Coffee Shop,coffee & tea,american (traditional),3870 Crenshaw Blvd,Los Angeles,90008,3232950195.0,1.0,4.5,93,530.0,1400.0,530.0,1400.0,530.0,1400.0,530.0,1400.0,530.0,1400.0,530.0,1400.0,530.0,1400.0,
Kim's Restaurant,cantonese,korean,3860 S Crenshaw Blvd,Los Angeles,90008,3232946677.0,1.0,4.0,102,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2000.0,
Coliseo Pizzeria,italian,pizza,3745 La Brea Ave,Los Angeles,90016,3232949999.0,1.0,4.5,94,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2100.0,
Tracey's Belizean Restaurant,caribbean,,3810 S Western Ave,Los Angeles,90062,3237352166.0,2.0,4.5,92,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1600.0,
Jackfruit Cafe,cafes,vegan,2959 Crenshaw Blvd,Los Angeles,90016,8186943050.0,2.0,4.5,89,1200.0,1830.0,1200.0,1830.0,1200.0,1830.0,1200.0,1830.0,1200.0,1830.0,1200.0,1830.0,1200.0,1630.0,
Master Burger,burgers,breakfast & brunch,4419 S Western Ave,Los Angeles,90062,3232951940.0,1.0,3.5,84,800.0,2330.0,800.0,2330.0,800.0,2330.0,800.0,2330.0,800.0,30.0,800.0,30.0,900.0,2230.0,
California Steak & Fries,sandwiches,,3745 La Brea Ave,Los Angeles,90016,3232942200.0,1.0,2.5,78,1000.0,2130.0,1000.0,2130.0,1000.0,2130.0,1000.0,2130.0,1000.0,2130.0,1000.0,2130.0,1100.0,1900.0,
A-1 Burgers,burgers,food,2915 W Vernon Ave,Los Angeles,90008,3232901174.0,1.0,4.0,76,,,,,,,,,,,,,,,
Ramona's Mexican Food Products,mexican,,3728 Crenshaw Blvd,Los Angeles,90016,3235962301.0,1.0,2.5,71,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2100.0,1000.0,2100.0,1000.0,2000.0,
Taco Window,tacos,,2622 W Jefferson Blvd,Los Angeles,90018,3233739671.0,1.0,4.5,88,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,,,
Master Burger No 3,burgers,,4366 W Adams Blvd,Los Angeles,90018,3237348021.0,1.0,3.5,70,,,,,,,,,,,,,,,
Tumby's Pizza,pizza,italian,3567 S Western Ave,Los Angeles,90018,3237350534.0,1.0,4.0,68,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,
Chef Marilyn's,southern,cajun/creole,2638 Crenshaw Blvd,Los Angeles,90016,3237378101.0,1.0,3.5,71,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,,,
Las Ranas Cafe,mexican,,5237 W Adams Blvd,Los Angeles,90016,3239347084.0,1.0,4.0,63,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2000.0,
Collins Fish Market,seafood markets,fish & chips,4873 W Adams Blvd,Los Angeles,90016,3237326155.0,1.0,4.0,66,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1000.0,2200.0,1000.0,2200.0,1200.0,2000.0,
Es Con Sabor Restaurant,latin american,caterers,5239 W Adams Blvd,Los Angeles,90016,3239391458.0,1.0,4.0,62,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,
Tim's Kitchen,chinese,,3125 W Jefferson Blvd,Los Angeles,90018,3237310769.0,1.0,3.5,62,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,
Pizza King,pizza,,3993 S Western Ave,Los Angeles,90062,3232999838.0,2.0,3.5,69,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2300.0,1030.0,2300.0,1030.0,2200.0,
Pizza Moon,pizza,italian,2619 S Western Ave,Los Angeles,90018,3237332222.0,1.0,3.0,71,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1100.0,2230.0,1100.0,2200.0,
Domino's Pizza,pizza,chicken wings,3631 Crenshaw Blvd,Los Angeles,90016,3237377700.0,2.0,1.5,67,1000.0,100.0,1000.0,100.0,1000.0,100.0,1000.0,100.0,1000.0,200.0,1000.0,200.0,1000.0,100.0,
Krispy Krunchy Chicken,chicken wings,cajun/creole,3650 W Martin Luther King Jr Blvd,Los Angeles,90008,3232933332.0,1.0,3.5,57,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1100.0,1900.0,
El Pollo Loco,fast food,mexican,2801 Crenshaw Blvd,Los Angeles,90016,3237343373.0,1.0,2.0,65,930.0,2300.0,930.0,2300.0,930.0,2300.0,930.0,2300.0,930.0,2300.0,930.0,2300.0,930.0,2300.0,
Everytable,salad,vegan,3650 W Mlk Blvd,Los Angeles,90008,3232960311.0,1.0,4.5,54,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1100.0,1900.0,
Crenshaw Fish Market,fish & chips,seafood,3407 Crenshaw Blvd,Los Angeles,90016,3237346191.0,1.0,3.5,50,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2100.0,1100.0,2100.0,1100.0,1700.0,
JW's Steakhouse,steakhouses,seafood,5855 West Century Boulevard,Los Angeles,90045,3106415700.0,3.0,4.0,97,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,
Latitude 33,american (traditional),,5855 W Century Blvd,Los Angeles,90045,3106415700.0,2.0,3.0,53,600.0,1100.0,600.0,1100.0,600.0,1100.0,600.0,1100.0,600.0,1100.0,600.0,1100.0,600.0,1100.0,
Hangar 18,sports bars,american (traditional),5855 W Century Blvd,Los Angeles,90045,3106415700.0,2.0,3.5,11,600.0,100.0,600.0,100.0,600.0,100.0,600.0,100.0,600.0,100.0,600.0,100.0,600.0,100.0,
Ohana Hawiian Grindz,food trucks,hawaiian,,Los Angeles,90009,7472328395.0,1.0,4.5,2,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2400.0,1100.0,2400.0,1300.0,1900.0,,,
Jumbo Jette's,american (traditional),,6060 Avion Dr,Los Angeles,90045,,,3.5,2,,,,,,,,,,,,,,,
Taylor's Steakhouse,steakhouses,,3361 W 8th St,Los Angeles,90005,2133828449.0,3.0,4.0,934,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2230.0,1600.0,2230.0,1600.0,2130.0,
Bestia,italian,cocktail bars,2121 E 7th Pl,Los Angeles,90021,2135145724.0,3.0,4.5,4600,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2400.0,1700.0,2400.0,1700.0,2300.0,
Guisados,mexican,,2100 East Cesar E Chavez Ave,Los Angeles,90033,3232647201.0,1.0,4.5,2122,1030.0,2000.0,1030.0,2000.0,1030.0,2000.0,1030.0,2000.0,1030.0,2100.0,900.0,2100.0,900.0,1700.0,
Chego!,asian fusion,american (new),727 N Broadway,Los Angeles,90012,3233808680.0,1.0,4.0,1564,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,,
Sage Plant Based Bistro and Brewery,vegan,brewpubs,1700 Sunset Blvd,Los Angeles,90026,2139891718.0,2.0,4.0,1672,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,100.0,800.0,100.0,800.0,2400.0,
The Park's Finest,barbeque,filipino,1267 W Temple St,Los Angeles,90026,2134812800.0,2.0,4.0,1517,1700.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
Spitz - Little Tokyo,mediterranean,beer bar,371 E 2nd St,Los Angeles,90012,2136130101.0,2.0,4.0,1454,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,100.0,1100.0,100.0,1100.0,2300.0,
LA Café,breakfast & brunch,sandwiches,639 S Spring St,Los Angeles,90014,2136123000.0,2.0,4.0,1569,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,
Shojin Downtown,japanese,vegan,333 S Alameda St,Los Angeles,90013,2136170305.0,2.0,4.5,1517,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1200.0,1500.0,1700.0,2230.0,
Poppy + Rose,breakfast & brunch,salad,765 Wall St,Los Angeles,90014,2139957799.0,2.0,4.0,1439,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,600.0,1500.0,800.0,1500.0,
DRAGO Centro,italian,,525 S Flower St,Los Angeles,90071,2132288998.0,3.0,4.0,1406,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,
Colori Kitchen,italian,,429 W 8th St,Los Angeles,90014,2136225950.0,2.0,4.0,1401,1130.0,1430.0,1130.0,1430.0,1800.0,2100.0,1130.0,1430.0,1800.0,2100.0,1130.0,1430.0,1800.0,2100.0,
Hama Sushi,sushi bars,japanese,347 E 2nd St,Los Angeles,90012,2136803454.0,2.0,4.0,1348,1200.0,1400.0,1730.0,2200.0,1200.0,1400.0,1730.0,2200.0,1200.0,1400.0,1730.0,2200.0,1200.0,1400.0,
Honda Ya Izakaya,izakaya,soup,333 S Alameda St,Los Angeles,90013,2136251184.0,2.0,3.5,1311,1730.0,30.0,1730.0,30.0,1730.0,30.0,1730.0,30.0,1730.0,30.0,1730.0,30.0,1700.0,2330.0,
Wood Spoon,brazilian,,107 W 9th St,Los Angeles,90015,2136291765.0,2.0,4.0,1313,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,
Shabu Shabu House,japanese,hot pot,127 Japanese Village Plaza Mall,Los Angeles,90012,2136803890.0,2.0,4.0,1311,1200.0,1400.0,1730.0,2100.0,1200.0,1400.0,1730.0,2100.0,1200.0,1400.0,1730.0,2100.0,1200.0,1400.0,
Little Jewel of New Orleans,delis,grocery,207 Ord St,Los Angeles,90012,2136200461.0,2.0,4.0,1379,1030.0,1700.0,1030.0,1700.0,1030.0,1700.0,1030.0,2130.0,1030.0,2230.0,1030.0,2230.0,1030.0,2130.0,
Fleming's Prime Steakhouse & Wine Bar,steakhouses,wine bars,800 W Olympic Blvd,Los Angeles,90015,2137459911.0,3.0,4.0,1354,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1700.0,2300.0,1700.0,2200.0,
Yojié Japanese Fondue,japanese,fondue,501 W Olympic Blvd,Los Angeles,90015,2139888808.0,2.0,4.0,1264,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1130.0,1430.0,1700.0,2300.0,1130.0,2300.0,
Zinc Cafe & Market,breakfast & brunch,cocktail bars,580 Mateo St,Los Angeles,90013,3238255381.0,2.0,4.0,1287,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2200.0,
Badmaash,indian,american (new),108 W 2nd St,Los Angeles,90012,2132217466.0,2.0,4.0,1302,1130.0,1500.0,1730.0,2200.0,1130.0,1500.0,1730.0,2200.0,1130.0,1500.0,1730.0,2300.0,1130.0,1500.0,
Guisados DTLA,mexican,,541 S Spring St,Los Angeles,90013,2136277656.0,1.0,4.5,1264,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,130.0,900.0,130.0,900.0,2100.0,
Suehiro Cafe,japanese,,337 E 1st St,Los Angeles,90012,2136269132.0,2.0,4.0,1204,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,
Komasa Sushi,sushi bars,,351 E 2nd St,Los Angeles,90012,2136801792.0,2.0,4.0,1173,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1700.0,2200.0,1700.0,2100.0,,,
Otium,american (new),,222 S Hope St,Los Angeles,90012,2139358500.0,3.0,4.0,1276,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1100.0,2300.0,1100.0,2200.0,,,
Oomasa,japanese,sushi bars,100 Japanese Village Plz,Los Angeles,90012,2136239048.0,2.0,4.0,1123,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,,,
Más Malo,mexican,lounges,515 W 7th St,Los Angeles,90014,2139854332.0,2.0,3.0,1166,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,200.0,1100.0,200.0,1100.0,2200.0,
Curry House,seafood,japanese curry,123 Astronaut E S Onizuka St,Los Angeles,90012,2136200855.0,2.0,4.0,1101,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2130.0,1130.0,2130.0,1130.0,2100.0,
Blue Cow Kitchen & Bar,american (new),bars,350 S Grand Ave,Los Angeles,90071,2136212249.0,2.0,4.0,1091,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1700.0,2200.0,,,
Sushi Enya,japanese,sushi bars,343 E 1st St,Los Angeles,90012,,2.0,4.5,1101,1730.0,2300.0,1730.0,2300.0,1730.0,2300.0,1730.0,2300.0,1730.0,100.0,1730.0,100.0,1700.0,2300.0,
Umami Burger - Broadway,burgers,american (new),852 S Broadway,Los Angeles,90014,2134138626.0,2.0,3.5,1092,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2400.0,1130.0,2400.0,1130.0,2300.0,
Manna Korean BBQ,korean,barbeque,333 S Alameda St,Los Angeles,90013,2136170306.0,2.0,3.5,1076,1100.0,2330.0,1100.0,2330.0,1100.0,2330.0,1100.0,30.0,1100.0,100.0,1100.0,100.0,1100.0,30.0,
Men Oh Tokushima Ramen,ramen,noodles,456 E 2nd St,Los Angeles,90012,2136878485.0,2.0,4.0,1027,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,
Blossom Restaurant,vietnamese,,426 S Main St,Los Angeles,90013,2136231973.0,2.0,3.5,1025,1130.0,1430.0,1800.0,2130.0,1130.0,1430.0,1800.0,2130.0,1130.0,1430.0,1800.0,2130.0,1130.0,1430.0,
Industriel,american (new),,609 S Grand Ave,Los Angeles,90017,2134888020.0,2.0,4.0,1048,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1000.0,2300.0,1000.0,2030.0,
The Factory Kitchen,italian,,1300 Factory Pl,Los Angeles,90013,2139966000.0,3.0,4.0,1065,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,
Kura Revolving Sushi Bar,sushi bars,conveyor belt sushi,333 E 2nd St,Los Angeles,90012,2132909631.0,1.0,3.5,1044,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2300.0,1100.0,2300.0,1100.0,2230.0,
Wokcano,chinese,sushi bars,800 W 7th St,Los Angeles,90017,2136232288.0,2.0,3.5,1239,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1200.0,200.0,1200.0,200.0,
Roscoe's House of Chicken & Waffles,breakfast & brunch,soul food,5006 W Pico Blvd,Los Angeles,90019,3239344405.0,2.0,4.0,2407,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,2400.0,800.0,200.0,900.0,200.0,800.0,2400.0,
Leo's Tacos Truck,mexican,food trucks,1515 S La Brea Ave,Los Angeles,90019,3233462001.0,1.0,4.5,1256,900.0,300.0,900.0,300.0,900.0,300.0,900.0,300.0,900.0,400.0,900.0,400.0,900.0,300.0,
Sky's Gourmet Tacos,mexican,cajun/creole,5408 W Pico Blvd,Los Angeles,90019,3239326253.0,1.0,4.0,855,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,
Bloom Cafe,coffee & tea,breakfast & brunch,5544 W Pico Blvd,Los Angeles,90019,3239346900.0,2.0,3.5,716,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,
Vees Cafe,breakfast & brunch,cafes,5418 W Adams Blvd,Los Angeles,90016,8558639107.0,2.0,4.0,661,700.0,1800.0,700.0,1800.0,700.0,1800.0,700.0,1800.0,700.0,1800.0,700.0,1800.0,700.0,1800.0,
Brunello Trattoria,italian,pizza,6001 Washington Blvd,Culver City,90232,3102803856.0,2.0,4.0,526,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0,
JR's Barbeque,barbeque,,3055 La Cienega Blvd,Culver City,90232,3108376838.0,2.0,3.5,498,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,1800.0,
CJ's Cafe,mexican,soul food,5501 W Pico Blvd,Los Angeles,90019,3239363216.0,1.0,4.0,469,630.0,1800.0,630.0,1800.0,630.0,1800.0,630.0,1800.0,630.0,1800.0,630.0,1800.0,700.0,1700.0,
Ondal 2,korean,seafood,4566 W Washington Blvd,Los Angeles,90016,3239333228.0,2.0,4.0,392,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,
JNJ Burger  & BBQ,barbeque,burgers,5754 W Adams Blvd,Los Angeles,90016,3239345390.0,1.0,4.0,411,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1930.0,1000.0,1930.0,,,
Delicious Pizza,pizza,,5419 W Adams Blvd,Los Angeles,90016,3234243014.0,2.0,4.0,366,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1000.0,2300.0,1000.0,2300.0,
E K Valley Restaurant,mexican,,6121 Washington Blvd,Culver City,90232,3108386839.0,2.0,4.5,334,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,,,
Lucy's Drive In,fast food,mexican,1373 S La Brea Ave,Los Angeles,90019,3239384337.0,1.0,3.0,325,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,
PIPS On La Brea,jazz & blues,breakfast & brunch,1356 S La Brea Ave,Los Angeles,90019,3239547477.0,2.0,4.0,353,1700.0,2300.0,1700.0,2400.0,1700.0,2400.0,1700.0,100.0,1400.0,100.0,1100.0,1400.0,1700.0,2200.0,
My Two Cents,southern,seafood,5583 W Pico Blvd,Los Angeles,90019,3238799881.0,2.0,4.5,309,1200.0,2100.0,1200.0,2100.0,1200.0,2100.0,1200.0,2200.0,1200.0,2200.0,1100.0,1600.0,,,
Oki's Dog,hot dogs,burgers,4601 W Pico Blvd,Los Angeles,90019,3239384369.0,1.0,4.0,251,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2230.0,900.0,2230.0,900.0,2200.0,
PizzaRev,pizza,,4550 W Pico Blvd,Los Angeles,90019,3235499090.0,1.0,4.0,258,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
El Rio Bravo Restaurant,mexican,,5853 W Washington Blvd,Culver City,90232,3239389858.0,2.0,4.0,252,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,
Tacos El Compita,street vendors,mexican,4477 W Pico Blvd,Los Angeles,90019,3239350490.0,1.0,4.0,238,900.0,2130.0,900.0,2200.0,900.0,2200.0,900.0,2200.0,900.0,2300.0,900.0,2300.0,900.0,2200.0,
Industry Cafe & Jazz,ethiopian,jazz & blues,6039 Washington Blvd,Culver City,90232,3102026633.0,2.0,4.0,255,1100.0,1500.0,1700.0,2230.0,1100.0,1500.0,1700.0,2230.0,1100.0,1500.0,1700.0,2230.0,1100.0,1500.0,
Wi Jammin Carribean Restaurant,caribbean,,5103 W Pico Blvd,Los Angeles,90019,3239659809.0,2.0,3.0,213,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1100.0,1900.0,
Olga's Naturally,mexican,vegan,3560 S La Cienega Blvd,Los Angeles,90016,3239650269.0,1.0,4.0,187,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,900.0,1930.0,1100.0,1700.0,,,
Simplydlicious,sandwiches,cajun/creole,4641 W Washington Blvd,Los Angeles,90016,5623266863.0,2.0,3.5,199,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2300.0,800.0,2300.0,800.0,1800.0,,,
Ta Bom Truck,brazilian,food trucks,,Los Angeles,90019,3239027591.0,1.0,4.0,174,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,,,
Alta California Fonda,mexican,,5303 W Pico Blvd,Los Angeles,90019,3235911095.0,2.0,4.0,184,1100.0,2000.0,930.0,2100.0,930.0,2100.0,930.0,2100.0,930.0,2100.0,900.0,2100.0,900.0,1600.0,
Brownstone Bistro,american (new),bars,5047 W Pico Blvd,Los Angeles,90019,3239659400.0,2.0,4.0,190,1600.0,2200.0,1600.0,2200.0,1600.0,2200.0,1600.0,2300.0,1600.0,2300.0,1100.0,1600.0,,,
Breakaway Bakery,bakeries,gluten-free,5264 W Pico Blvd,Los Angeles,90019,3109689380.0,1.0,4.0,170,800.0,1700.0,1000.0,1700.0,1000.0,1700.0,800.0,1700.0,800.0,1500.0,800.0,1500.0,,,
Con Sabor Restaurant,latin american,,5105 Venice Blvd,Los Angeles,90019,3239360231.0,1.0,4.0,168,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,
Stevie's Creole Cafe,cajun/creole,,5545 W Pico Blvd,Los Angeles,90019,3234132494.0,2.0,4.0,192,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0,
Wings World,delis,chicken wings,5109 Venice Blvd,Los Angeles,90019,3239319202.0,2.0,4.0,149,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1000.0,2000.0,1200.0,1800.0,
Con Sabor A Peru,peruvian,breakfast & brunch,5163 Venice Blvd,Los Angeles,90019,3239364444.0,2.0,4.0,156,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,900.0,1900.0,900.0,1900.0,
Casa Chocolate Cafe,cafes,,5450 W Pico Blvd,Los Angeles,90019,3235910237.0,2.0,4.5,146,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,
Normandie Bakery,bakeries,french,3022 S Cochran Ave,Los Angeles,90016,3239395528.0,2.0,3.5,147,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1600.0,830.0,1500.0,
Wingstop,chicken wings,,4725 Venice Blvd,Los Angeles,90019,3236349460.0,2.0,3.5,131,1030.0,2400.0,1030.0,2400.0,1030.0,2400.0,1030.0,2400.0,1030.0,2400.0,1030.0,2400.0,1030.0,2400.0,
Pita Café,mediterranean,salad,1976 South La Cienega Blvd,Los Angeles,90034,3108760253.0,2.0,4.5,118,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,
